xuhao	word	cx	cishu	cipin
  49018	朱胜飞	n	1	    0.0008
  49019	朱思雄	n	1	    0.0008
  49020	朱维诺	n	1	    0.0008
  49021	朱秀荣	n	1	    0.0008
  49022	朱训	n	1	    0.0008
  49023	朱元成	n	1	    0.0008
  49024	朱正林	n	1	    0.0008
  49025	朱志豪	n	1	    0.0008
  49026	朱作霖	n	1	    0.0008
  49027	猪耳朵	n	1	    0.0008
  49028	猪栏	n	1	    0.0008
  49029	猪婆龙	n	1	    0.0008
  49030	猪圈	n	1	    0.0008
  49031	猪头肉	n	1	    0.0008
  49032	猪俣庄八	n	1	    0.0008
  49033	诸	v	1	    0.0008
  49034	诸葛	n	1	    0.0008
  49035	诸宫调	n	1	    0.0008
  49036	诸侯	n	1	    0.0008
  49037	逐	r	1	    0.0008
  49038	逐日	d	1	    0.0008
  49039	逐项	d	1	    0.0008
  49040	逐字逐句	d	1	    0.0008
  49041	竹雕	n	1	    0.0008
  49042	竹杠	n	1	    0.0008
  49043	竹篮	n	1	    0.0008
  49044	竹篱	n	1	    0.0008
  49045	竹林	n	1	    0.0008
  49046	竹林	v	1	    0.0008
  49047	竹篓	n	1	    0.0008
  49048	竹亭	n	1	    0.0008
  49049	竹园	n	1	    0.0008
  49050	烛台	n	1	    0.0008
  49051	主宾	n	1	    0.0008
  49052	主簿	n	1	    0.0008
  49053	主创	a	1	    0.0008
  49054	主次	n	1	    0.0008
  49055	主队	n	1	    0.0008
  49056	主峰	n	1	    0.0008
  49057	主干道	n	1	    0.0008
  49058	主观能动性	n	1	    0.0008
  49059	主管	n	1	    0.0008
  49060	主婚	v	1	    0.0008
  49061	主脊	n	1	    0.0008
  49062	主讲	v	1	    0.0008
  49063	主客场	n	1	    0.0008
  49064	主课	n	1	    0.0008
  49065	主谋	n	1	    0.0008
  49066	主任科员	n	1	    0.0008
  49067	主事	v	1	    0.0008
  49068	主帅	n	1	    0.0008
  49069	主题	a	1	    0.0008
  49070	主题歌	n	1	    0.0008
  49071	主体	a	1	    0.0008
  49072	主因	n	1	    0.0008
  49073	主旨	n	1	    0.0008
  49074	著述	v	1	    0.0008
  49075	著有	v	1	    0.0008
  49076	柱	q	1	    0.0008
  49077	助产士	n	1	    0.0008
  49078	助词	n	1	    0.0008
  49079	助理员	n	1	    0.0008
  49080	助力	n	1	    0.0008
  49081	助力	v	1	    0.0008
  49082	助推器	n	1	    0.0008
  49083	助威	v	1	    0.0008
  49084	助兴	v	1	    0.0008
  49085	助益	n	1	    0.0008
  49086	贮藏	v	1	    0.0008
  49087	铸成	v	1	    0.0008
  49088	铸石	n	1	    0.0008
  49089	筑波	n	1	    0.0008
  49090	筑建	v	1	    0.0008
  49091	住持	n	1	    0.0008
  49092	住友	n	1	    0.0008
  49093	注定	d	1	    0.0008
  49094	注脚	n	1	    0.0008
  49095	注解	n	1	    0.0008
  49096	注目礼	n	1	    0.0008
  49097	注释	v	1	    0.0008
  49098	注意到	v	1	    0.0008
  49099	祝词	n	1	    0.0008
  49100	祝家庄	n	1	    0.0008
  49101	祝英台	n	1	    0.0008
  49102	祝源又	n	1	    0.0008
  49103	驻刚果	a	1	    0.0008
  49104	驻华	a	1	    0.0008
  49105	驻京	n	1	    0.0008
  49106	驻京	v	1	    0.0008
  49107	驻外	v	1	    0.0008
  49108	抓	d	1	    0.0008
  49109	抓揪	n	1	    0.0008
  49110	抓捞	v	1	    0.0008
  49111	抓挠儿	v	1	    0.0008
  49112	抓取	v	1	    0.0008
  49113	抓瞎	v	1	    0.0008
  49114	抓阉儿	v	1	    0.0008
  49115	抓鬏儿	v	1	    0.0008
  49116	爪儿	n	1	    0.0008
  49117	专	n	1	    0.0008
  49118	专	v	1	    0.0008
  49119	专电	n	1	    0.0008
  49120	专户	n	1	    0.0008
  49121	专建	v	1	    0.0008
  49122	专力	n	1	    0.0008
  49123	专列	n	1	    0.0008
  49124	专门儿	d	1	    0.0008
  49125	专事	v	1	    0.0008
  49126	专司	v	1	    0.0008
  49127	专享	v	1	    0.0008
  49128	专修	v	1	    0.0008
  49129	专业	d	1	    0.0008
  49130	专业化	v	1	    0.0008
  49131	专运线	n	1	    0.0008
  49132	专责	v	1	    0.0008
  49133	专制	v	1	    0.0008
  49134	砖刻	n	1	    0.0008
  49135	砖块	n	1	    0.0008
  49136	砖木	a	1	    0.0008
  49137	砖墙	n	1	    0.0008
  49138	砖瓦房	n	1	    0.0008
  49139	转	q	1	    0.0008
  49140	转变	n	1	    0.0008
  49141	转场	v	1	    0.0008
  49142	转车	v	1	    0.0008
  49143	转道	v	1	    0.0008
  49144	转对	p	1	    0.0008
  49145	转会	v	1	    0.0008
  49146	转亏为盈	v	1	    0.0008
  49147	转铃	n	1	    0.0008
  49148	转轮	v	1	    0.0008
  49149	转磨	v	1	    0.0008
  49150	转年	n	1	    0.0008
  49151	转念	v	1	    0.0008
  49152	转盘	n	1	    0.0008
  49153	转圈	n	1	    0.0008
  49154	转圈	v	1	    0.0008
  49155	转世	v	1	    0.0008
  49156	转手	v	1	    0.0008
  49157	转述	v	1	    0.0008
  49158	转瞬间	n	1	    0.0008
  49159	转天	d	1	    0.0008
  49160	转向架	n	1	    0.0008
  49161	转型	n	1	    0.0008
  49162	转行	v	1	    0.0008
  49163	转眼间	d	1	    0.0008
  49164	转游	v	1	    0.0008
  49165	转赠	v	1	    0.0008
  49166	转战	v	1	    0.0008
  49167	转诊	v	1	    0.0008
  49168	转转	v	1	    0.0008
  49169	转子	n	1	    0.0008
  49170	转租	v	1	    0.0008
  49171	撰稿	v	1	    0.0008
  49172	赚头	n	1	    0.0008
  49173	篆刻	n	1	    0.0008
  49174	庄万	n	1	    0.0008
  49175	庄祥昌	n	1	    0.0008
  49176	庄严	d	1	    0.0008
  49177	庄印芳	n	1	    0.0008
  49178	庄园	n	1	    0.0008
  49179	装扮	v	1	    0.0008
  49180	装船	v	1	    0.0008
  49181	装订	v	1	    0.0008
  49182	装裹	n	1	    0.0008
  49183	装甲兵	n	1	    0.0008
  49184	装甲车	n	1	    0.0008
  49185	装配线	n	1	    0.0008
  49186	装傻	v	1	    0.0008
  49187	装饰	n	1	    0.0008
  49188	装饰品	n	1	    0.0008
  49189	装死	v	1	    0.0008
  49190	装蒜	v	1	    0.0008
  49191	装填	v	1	    0.0008
  49192	装相	v	1	    0.0008
  49193	装样子	v	1	    0.0008
  49194	装帧	n	1	    0.0008
  49195	装作	v	1	    0.0008
  49196	装椁	v	1	    0.0008
  49197	装殓	v	1	    0.0008
  49198	撞	q	1	    0.0008
  49199	撞丧	v	1	    0.0008
  49200	壮	n	1	    0.0008
  49201	壮汉	n	1	    0.0008
  49202	壮景	n	1	    0.0008
  49203	壮泪	n	1	    0.0008
  49204	壮心	n	1	    0.0008
  49205	状元红	n	1	    0.0008
  49206	状纸	n	1	    0.0008
  49207	锥	n	1	    0.0008
  49208	锥	v	1	    0.0008
  49209	追逼	v	1	    0.0008
  49210	追补	v	1	    0.0008
  49211	追灯	n	1	    0.0008
  49212	追堵	v	1	    0.0008
  49213	追击	v	1	    0.0008
  49214	追授	v	1	    0.0008
  49215	追述	v	1	    0.0008
  49216	追星	v	1	    0.0008
  49217	追踪	d	1	    0.0008
  49218	赘	a	1	    0.0008
  49219	坠地	v	1	    0.0008
  49220	谆谆	a	1	    0.0008
  49221	准备	n	1	    0.0008
  49222	准噶尔	n	1	    0.0008
  49223	准将	n	1	    0.0008
  49224	准迁证	n	1	    0.0008
  49225	准确性	n	1	    0.0008
  49226	准绳	n	1	    0.0008
  49227	准是	d	1	    0.0008
  49228	准运	v	1	    0.0008
  49229	准运证	n	1	    0.0008
  49230	准奏	v	1	    0.0008
  49231	捉对	d	1	    0.0008
  49232	捉奸	v	1	    0.0008
  49233	捉拿	v	1	    0.0008
  49234	拙劣	a	1	    0.0008
  49235	卓别林	n	1	    0.0008
  49236	卓具	v	1	    0.0008
  49237	卓绝	a	1	    0.0008
  49238	卓群	a	1	    0.0008
  49239	卓然	a	1	    0.0008
  49240	卓然	d	1	    0.0008
  49241	卓松芳	n	1	    0.0008
  49242	卓训熙	n	1	    0.0008
  49243	卓异	a	1	    0.0008
  49244	卓鑫淼	n	1	    0.0008
  49245	桌案	n	1	    0.0008
  49246	桌椅	n	1	    0.0008
  49247	啄木鸟	n	1	    0.0008
  49248	着急忙慌	a	1	    0.0008
  49249	着力于	v	1	    0.0008
  49250	着陆	v	1	    0.0008
  49251	着落	v	1	    0.0008
  49252	着面	v	1	    0.0008
  49253	着魔	v	1	    0.0008
  49254	着墨	n	1	    0.0008
  49255	着哪	u	1	    0.0008
  49256	着呐	y	1	    0.0008
  49257	着色	v	1	    0.0008
  49258	着衣	v	1	    0.0008
  49259	着意	d	1	    0.0008
  49260	着装	v	1	    0.0008
  49261	着嘬	v	1	    0.0008
  49262	灼	v	1	    0.0008
  49263	灼伤	n	1	    0.0008
  49264	灼烧	v	1	    0.0008
  49265	浊浪	n	1	    0.0008
  49266	浊流	n	1	    0.0008
  49267	兹	r	1	    0.0008
  49268	资财	n	1	    0.0008
  49269	资料员	n	1	    0.0008
  49270	资生	n	1	    0.0008
  49271	资耀华	n	1	    0.0008
  49272	资治通鉴	n	1	    0.0008
  49273	姿	n	1	    0.0008
  49274	姿容	n	1	    0.0008
  49275	姿式	n	1	    0.0008
  49276	滋扰	v	1	    0.0008
  49277	滋生	v	1	    0.0008
  49278	滋养	n	1	    0.0008
  49279	淄川	n	1	    0.0008
  49280	孜孜	d	1	    0.0008
  49281	紫丁香	n	1	    0.0008
  49282	紫红色	n	1	    0.0008
  49283	紫金山	n	1	    0.0008
  49284	紫荆花	n	1	    0.0008
  49285	紫藤萝	n	1	    0.0008
  49286	紫外灯	n	1	    0.0008
  49287	紫胀	a	1	    0.0008
  49288	紫竹院	n	1	    0.0008
  49289	紫绛色	n	1	    0.0008
  49290	仔	n	1	    0.0008
  49291	仔猪	n	1	    0.0008
  49292	籽蒿	n	1	    0.0008
  49293	子囊	n	1	    0.0008
  49294	子时	n	1	    0.0008
  49295	子嗣	n	1	    0.0008
  49296	子午	n	1	    0.0008
  49297	子侄	n	1	    0.0008
  49298	自	a	1	    0.0008
  49299	自	v	1	    0.0008
  49300	自艾	v	1	    0.0008
  49301	自爱	v	1	    0.0008
  49302	自傲	v	1	    0.0008
  49303	自办	n	1	    0.0008
  49304	自报	v	1	    0.0008
  49305	自编	v	1	    0.0008
  49306	自产	v	1	    0.0008
  49307	自传	n	1	    0.0008
  49308	自费	a	1	    0.0008
  49309	自费公助	a	1	    0.0008
  49310	自封	v	1	    0.0008
  49311	自负	v	1	    0.0008
  49312	自负盈亏	v	1	    0.0008
  49313	自格	r	1	    0.0008
  49314	自古至今	n	1	    0.0008
  49315	自顾自	d	1	    0.0008
  49316	自管	d	1	    0.0008
  49317	自豪感	n	1	    0.0008
  49318	自己个儿	r	1	    0.0008
  49319	自家人	n	1	    0.0008
  49320	自贱	v	1	    0.0008
  49321	自禁	v	1	    0.0008
  49322	自净	a	1	    0.0008
  49323	自觉	v	1	    0.0008
  49324	自绝	v	1	    0.0008
  49325	自控	a	1	    0.0008
  49326	自控	v	1	    0.0008
  49327	自夸	v	1	    0.0008
  49328	自来水笔	n	1	    0.0008
  49329	自来水公司	n	1	    0.0008
  49330	自乐	v	1	    0.0008
  49331	自利	a	1	    0.0008
  49332	自怜	v	1	    0.0008
  49333	自恋	v	1	    0.0008
  49334	自满	a	1	    0.0008
  49335	自弃	v	1	    0.0008
  49336	自然光	n	1	    0.0008
  49337	自然环境	n	1	    0.0008
  49338	自然科学	n	1	    0.0008
  49339	自燃	v	1	    0.0008
  49340	自伤	v	1	    0.0008
  49341	自上而下	a	1	    0.0008
  49342	自视	v	1	    0.0008
  49343	自视清高	a	1	    0.0008
  49344	自守	v	1	    0.0008
  49345	自述	v	1	    0.0008
  49346	自慰	a	1	    0.0008
  49347	自问	v	1	    0.0008
  49348	自习	n	1	    0.0008
  49349	自序	n	1	    0.0008
  49350	自旋	v	1	    0.0008
  49351	自选	a	1	    0.0008
  49352	自选	n	1	    0.0008
  49353	自已	n	1	    0.0008
  49354	自已	v	1	    0.0008
  49355	自营	n	1	    0.0008
  49356	自由	d	1	    0.0008
  49357	自由化	n	1	    0.0008
  49358	自由民主党	n	1	    0.0008
  49359	自由王国	n	1	    0.0008
  49360	自制	a	1	    0.0008
  49361	自治	n	1	    0.0008
  49362	自治州	n	1	    0.0008
  49363	自重	n	1	    0.0008
  49364	自重	v	1	    0.0008
  49365	自主经营	v	1	    0.0008
  49366	自助	a	1	    0.0008
  49367	自助餐	n	1	    0.0008
  49368	自尊	a	1	    0.0008
  49369	自刎	v	1	    0.0008
  49370	自劾	v	1	    0.0008
  49371	渍迹	n	1	    0.0008
  49372	字根	n	1	    0.0008
  49373	字幕	n	1	    0.0008
  49374	字数	n	1	    0.0008
  49375	字音	n	1	    0.0008
  49376	棕	n	1	    0.0008
  49377	棕榈油	n	1	    0.0008
  49378	宗	n	1	    0.0008
  49379	宗江	n	1	    0.0008
  49380	宗师	n	1	    0.0008
  49381	宗室	n	1	    0.0008
  49382	宗卫东	n	1	    0.0008
  49383	综合性	n	1	    0.0008
  49384	综合症	n	1	    0.0008
  49385	总	v	1	    0.0008
  49386	总兵	n	1	    0.0008
  49387	总参	n	1	    0.0008
  49388	总参谋长	n	1	    0.0008
  49389	总产量	n	1	    0.0008
  49390	总得	v	1	    0.0008
  49391	总的	d	1	    0.0008
  49392	总的来看	c	1	    0.0008
  49393	总而言之	c	1	    0.0008
  49394	总工	n	1	    0.0008
  49395	总股	n	1	    0.0008
  49396	总计	d	1	    0.0008
  49397	总览	v	1	    0.0008
  49398	总理	v	1	    0.0008
  49399	总领事	n	1	    0.0008
  49400	总谱	n	1	    0.0008
  49401	总体	r	1	    0.0008
  49402	总体上	d	1	    0.0008
  49403	总统府	n	1	    0.0008
  49404	总统制	n	1	    0.0008
  49405	总帐	n	1	    0.0008
  49406	总指挥	n	1	    0.0008
  49407	纵	c	1	    0.0008
  49408	纵目	v	1	    0.0008
  49409	纵身	v	1	    0.0008
  49410	纵向	d	1	    0.0008
  49411	邹城	n	1	    0.0008
  49412	邹大毅	n	1	    0.0008
  49413	邹德浩	n	1	    0.0008
  49414	邹尔均	n	1	    0.0008
  49415	邹鲁	n	1	    0.0008
  49416	邹士龙	n	1	    0.0008
  49417	走村串户	n	1	    0.0008
  49418	走掉	v	1	    0.0008
  49419	走火	v	1	    0.0008
  49420	走啦	n	1	    0.0008
  49421	走来走去	a	1	    0.0008
  49422	走漏	v	1	    0.0008
  49423	走马	v	1	    0.0008
  49424	走神	v	1	    0.0008
  49425	走兽	n	1	    0.0008
  49426	走西口	n	1	    0.0008
  49427	走眼	v	1	    0.0008
  49428	走卒	n	1	    0.0008
  49429	走嘴	v	1	    0.0008
  49430	奏鸣	n	1	    0.0008
  49431	租房	v	1	    0.0008
  49432	租借	v	1	    0.0008
  49433	足本	n	1	    0.0008
  49434	足额	a	1	    0.0008
  49435	足够	d	1	    0.0008
  49436	足够	v	1	    0.0008
  49437	足印	n	1	    0.0008
  49438	足月	d	1	    0.0008
  49439	足足	a	1	    0.0008
  49440	卒子	n	1	    0.0008
  49441	祖辈	n	1	    0.0008
  49442	祖居	n	1	    0.0008
  49443	祖师	n	1	    0.0008
  49444	祖制	n	1	    0.0008
  49445	阻燃	a	1	    0.0008
  49446	阻沙	n	1	    0.0008
  49447	阻沙	v	1	    0.0008
  49448	组成	n	1	    0.0008
  49449	组分	n	1	    0.0008
  49450	组合	n	1	    0.0008
  49451	组合家俱	n	1	    0.0008
  49452	组团	v	1	    0.0008
  49453	组员	n	1	    0.0008
  49454	组织部长	n	1	    0.0008
  49455	组织生活	n	1	    0.0008
  49456	钻机	n	1	    0.0008
  49457	钻戒	n	1	    0.0008
  49458	钻井	v	1	    0.0008
  49459	钻井队	n	1	    0.0008
  49460	钻具	n	1	    0.0008
  49461	钻取	v	1	    0.0008
  49462	钻心	a	1	    0.0008
  49463	钻营	v	1	    0.0008
  49464	纂著	v	1	    0.0008
  49465	嘴	q	1	    0.0008
  49466	嘴	v	1	    0.0008
  49467	嘴巴	q	1	    0.0008
  49468	嘴巴子	n	1	    0.0008
  49469	嘴唇儿	n	1	    0.0008
  49470	嘴快	a	1	    0.0008
  49471	嘴脸	n	1	    0.0008
  49472	醉汉	n	1	    0.0008
  49473	醉话	n	1	    0.0008
  49474	醉酒	v	1	    0.0008
  49475	醉心	v	1	    0.0008
  49476	最大化	v	1	    0.0008
  49477	最富	v	1	    0.0008
  49478	最高	a	1	    0.0008
  49479	最高人民法院	n	1	    0.0008
  49480	最高人民检察院	n	1	    0.0008
  49481	最后	m	1	    0.0008
  49482	最惠国	n	1	    0.0008
  49483	最强音	n	1	    0.0008
  49484	最少	d	1	    0.0008
  49485	最甚	v	1	    0.0008
  49486	最优	a	1	    0.0008
  49487	罪	v	1	    0.0008
  49488	罪案	n	1	    0.0008
  49489	罪恶	a	1	    0.0008
  49490	罪儿	n	1	    0.0008
  49491	罪过儿	n	1	    0.0008
  49492	罪魁	n	1	    0.0008
  49493	罪名儿	n	1	    0.0008
  49494	罪孽	n	1	    0.0008
  49495	罪证	n	1	    0.0008
  49496	尊	r	1	    0.0008
  49497	尊便	n	1	    0.0008
  49498	尊夫人	n	1	    0.0008
  49499	尊容	n	1	    0.0008
  49500	尊师	n	1	    0.0008
  49501	尊史	n	1	    0.0008
  49502	遵义	n	1	    0.0008
  49503	昨儿	v	1	    0.0008
  49504	昨个	n	1	    0.0008
  49505	昨日	n	1	    0.0008
  49506	昨夜晌儿	n	1	    0.0008
  49507	左撇子	n	1	    0.0008
  49508	左倾	a	1	    0.0008
  49509	左首	n	1	    0.0008
  49510	左玉林	n	1	    0.0008
  49511	左琨	n	1	    0.0008
  49512	佐川	n	1	    0.0008
  49513	佐尔格	n	1	    0.0008
  49514	佐戈	n	1	    0.0008
  49515	佐拉	n	1	    0.0008
  49516	佐料	n	1	    0.0008
  49517	做	d	1	    0.0008
  49518	做保	v	1	    0.0008
  49519	做买卖	v	1	    0.0008
  49520	做美	v	1	    0.0008
  49521	做声	v	1	    0.0008
  49522	做为	p	1	    0.0008
  49523	做作	a	1	    0.0008
  49524	作产	v	1	    0.0008
  49525	作答	v	1	    0.0008
  49526	作法	v	1	    0.0008
  49527	作饭	v	1	    0.0008
  49528	作股	v	1	    0.0008
  49529	作假	v	1	    0.0008
  49530	作乐	v	1	    0.0008
  49531	作脸	v	1	    0.0008
  49532	作料	n	1	    0.0008
  49533	作乱	v	1	    0.0008
  49534	作美	v	1	    0.0008
  49535	作派	n	1	    0.0008
  49536	作死	v	1	    0.0008
  49537	作速度	n	1	    0.0008
  49538	作威	v	1	    0.0008
  49539	作息	v	1	    0.0008
  49540	作妖	v	1	    0.0008
  49541	作艺	v	1	    0.0008
  49542	坐班	v	1	    0.0008
  49543	坐朝	v	1	    0.0008
  49544	坐车	n	1	    0.0008
  49545	坐疮	n	1	    0.0008
  49546	坐地	a	1	    0.0008
  49547	坐地	v	1	    0.0008
  49548	坐地炮	n	1	    0.0008
  49549	坐点	v	1	    0.0008
  49550	坐定	v	1	    0.0008
  49551	坐坡	v	1	    0.0008
  49552	坐骑	n	1	    0.0008
  49553	坐视	v	1	    0.0008
  49554	坐位	n	1	    0.0008
  49555	坐镇	d	1	    0.0008
  49556	座票	n	1	    0.0008
  49557	座上客	n	1	    0.0008
  49558	座椅	n	1	    0.0008
  49559	兀自	d	1	    0.0008
  49560	噩耗	n	1	    0.0008
  49561	夭亡	v	1	    0.0008
  49562	胤	n	1	    0.0008
  49563	毓敏	n	1	    0.0008
  49564	亟须	v	1	    0.0008
  49565	乜贴	v	1	    0.0008
  49566	乜斜	v	1	    0.0008
  49567	厥	n	1	    0.0008
  49568	赝	a	1	    0.0008
  49569	剌激	v	1	    0.0008
  49570	剌头	n	1	    0.0008
  49571	剽悍	a	1	    0.0008
  49572	亻	n	1	    0.0008
  49573	仉振亮	n	1	    0.0008
  49574	仞	q	1	    0.0008
  49575	伛	v	1	    0.0008
  49576	伛偻	v	1	    0.0008
  49577	佤族	n	1	    0.0008
  49578	攸关	v	1	    0.0008
  49579	佚籍	n	1	    0.0008
  49580	佚书	n	1	    0.0008
  49581	佟勇	n	1	    0.0008
  49582	伽俐略	n	1	    0.0008
  49583	侉	a	1	    0.0008
  49584	侃侃	d	1	    0.0008
  49585	侏儒	n	1	    0.0008
  49586	佼佼者	v	1	    0.0008
  49587	侬	r	1	    0.0008
  49588	俚语	n	1	    0.0008
  49589	俸	n	1	    0.0008
  49590	倏而	d	1	    0.0008
  49591	倭寇	n	1	    0.0008
  49592	俾路支	n	1	    0.0008
  49593	俾斯麦	n	1	    0.0008
  49594	倥偬	n	1	    0.0008
  49595	偃声息气	a	1	    0.0008
  49596	偕同	v	1	    0.0008
  49597	偎	v	1	    0.0008
  49598	偎依	v	1	    0.0008
  49599	偻	v	1	    0.0008
  49600	佘兵	n	1	    0.0008
  49601	匍匐	v	1	    0.0008
  49602	凫	v	1	    0.0008
  49603	夙	a	1	    0.0008
  49604	亵渎	v	1	    0.0008
  49605	冽冽	a	1	    0.0008
  49606	冼星海	n	1	    0.0008
  49607	冥界	n	1	    0.0008
  49608	冥冥	a	1	    0.0008
  49609	讪笑	v	1	    0.0008
  49610	讪讪	a	1	    0.0008
  49611	诋毁	v	1	    0.0008
  49612	诓	v	1	    0.0008
  49613	诘问	v	1	    0.0008
  49614	诨笑话	n	1	    0.0008
  49615	谀墓金	n	1	    0.0008
  49616	谄媚	v	1	    0.0008
  49617	谏诤	v	1	    0.0008
  49618	谙熟	v	1	    0.0008
  49619	谛听	v	1	    0.0008
  49620	谝	v	1	    0.0008
  49621	谥	v	1	    0.0008
  49622	谶纬	n	1	    0.0008
  49623	邝田圃	n	1	    0.0008
  49624	邳	n	1	    0.0008
  49625	壅塞	v	1	    0.0008
  49626	壑谷	n	1	    0.0008
  49627	圩堤	n	1	    0.0008
  49628	坨子	n	1	    0.0008
  49629	塬	n	1	    0.0008
  49630	鼙鼓	n	1	    0.0008
  49631	芸豆	n	1	    0.0008
  49632	芮效俭	n	1	    0.0008
  49633	芡实	n	1	    0.0008
  49634	苎麻	n	1	    0.0008
  49635	茉莉花	n	1	    0.0008
  49636	苤蓝	n	1	    0.0008
  49637	莒溪	n	1	    0.0008
  49638	茴香子	n	1	    0.0008
  49639	荀	n	1	    0.0008
  49640	茗	n	1	    0.0008
  49641	荠荠菜	n	1	    0.0008
  49642	莳弄	v	1	    0.0008
  49643	莴笋	n	1	    0.0008
  49644	莪术	n	1	    0.0008
  49645	莪术醇	n	1	    0.0008
  49646	莪术二酮	n	1	    0.0008
  49647	莜麦	n	1	    0.0008
  49648	荼毒	v	1	    0.0008
  49649	萁	n	1	    0.0008
  49650	萦	v	1	    0.0008
  49651	葳蕤	a	1	    0.0008
  49652	蒽醌	n	1	    0.0008
  49653	蓊郁	a	1	    0.0008
  49654	蓊蓊郁郁	a	1	    0.0008
  49655	蒿	n	1	    0.0008
  49656	蒿子	n	1	    0.0008
  49657	蒺藜	n	1	    0.0008
  49658	蒺藜狗子	n	1	    0.0008
