xuhao	word	cx	cishu	cipin
  30608	１８９２	m	1	    0.0008
  30609	１８９５	m	1	    0.0008
  30610	１８９９	m	1	    0.0008
  30611	１９·４％	m	1	    0.0008
  30612	１９·５％	m	1	    0.0008
  30613	１９·６	m	1	    0.0008
  30614	１９·８９％	m	1	    0.0008
  30615	１９％	m	1	    0.0008
  30616	１９０９	m	1	    0.0008
  30617	１９２０	m	1	    0.0008
  30618	１９２４	m	1	    0.0008
  30619	１９２９	m	1	    0.0008
  30620	１９３１	m	1	    0.0008
  30621	１９３３	m	1	    0.0008
  30622	１９３３６	m	1	    0.0008
  30623	１９４３	m	1	    0.0008
  30624	１９５	m	1	    0.0008
  30625	１９６％	m	1	    0.0008
  30626	１９７	m	1	    0.0008
  30627	１９８	m	1	    0.0008
  30628	１９９８	m	1	    0.0008
  30629	１月	n	1	    0.0008
  30630	２·０	m	1	    0.0008
  30631	２·００	m	1	    0.0008
  30632	２·１	m	1	    0.0008
  30633	２·１％	m	1	    0.0008
  30634	２·３％	m	1	    0.0008
  30635	２·４％	m	1	    0.0008
  30636	２·５％	m	1	    0.0008
  30637	２·６６	m	1	    0.0008
  30638	２·８％	m	1	    0.0008
  30639	２·９％	m	1	    0.0008
  30640	２∶０	m	1	    0.0008
  30641	２．０８４	m	1	    0.0008
  30642	２．５％	m	1	    0.0008
  30643	２．６	m	1	    0.0008
  30644	２．８	m	1	    0.0008
  30645	２０·７	m	1	    0.0008
  30646	２０—３０％	m	1	    0.0008
  30647	２０．９％	m	1	    0.0008
  30648	２００３	m	1	    0.0008
  30649	２００９	m	1	    0.0008
  30650	２０１·１７	m	1	    0.0008
  30651	２０１１	m	1	    0.0008
  30652	２０１４	m	1	    0.0008
  30653	２０１５	m	1	    0.0008
  30654	２０１６	m	1	    0.0008
  30655	２０２０	m	1	    0.0008
  30656	２０４	m	1	    0.0008
  30657	２０５３	m	1	    0.0008
  30658	２０６	m	1	    0.0008
  30659	２０６·８	m	1	    0.0008
  30660	２０７·６	m	1	    0.0008
  30661	２０７０	m	1	    0.0008
  30662	２０９２	m	1	    0.0008
  30663	２０９７	m	1	    0.0008
  30664	２１·２％	m	1	    0.0008
  30665	２１·５％	m	1	    0.0008
  30666	２１·７４	m	1	    0.0008
  30667	２１．２％	m	1	    0.0008
  30668	２１．５	m	1	    0.0008
  30669	２１０％	m	1	    0.0008
  30670	２１０１	m	1	    0.0008
  30671	２１０１２	m	1	    0.0008
  30672	２１０５	m	1	    0.0008
  30673	２１０６	m	1	    0.0008
  30674	２１２５	m	1	    0.0008
  30675	２１２８	m	1	    0.0008
  30676	２１３	m	1	    0.0008
  30677	２１４８１·６	m	1	    0.0008
  30678	２１５	m	1	    0.0008
  30679	２１５５	m	1	    0.0008
  30680	２１７	m	1	    0.0008
  30681	２１７５０	m	1	    0.0008
  30682	２１８	m	1	    0.0008
  30683	２１８３２	m	1	    0.0008
  30684	２１９０	m	1	    0.0008
  30685	２２·４	m	1	    0.0008
  30686	２２·５	m	1	    0.0008
  30687	２２·８	m	1	    0.0008
  30688	２２１·５	m	1	    0.0008
  30689	２２２１	m	1	    0.0008
  30690	２２３８	m	1	    0.0008
  30691	２２４	m	1	    0.0008
  30692	２２６６	m	1	    0.0008
  30693	２２９０	m	1	    0.0008
  30694	２２９４２	m	1	    0.0008
  30695	２３·５	m	1	    0.0008
  30696	２３·８	m	1	    0.0008
  30697	２３０００	m	1	    0.0008
  30698	２３０１	m	1	    0.0008
  30699	２３０４０	m	1	    0.0008
  30700	２３２４５	m	1	    0.0008
  30701	２３２７１	m	1	    0.0008
  30702	２３３０	m	1	    0.0008
  30703	２３３５	m	1	    0.0008
  30704	２３４·５	m	1	    0.0008
  30705	２３６５	m	1	    0.0008
  30706	２３７６	m	1	    0.0008
  30707	２３９８	m	1	    0.0008
  30708	２３９８９	m	1	    0.0008
  30709	２４·０	m	1	    0.0008
  30710	２４·３	m	1	    0.0008
  30711	２４·６	m	1	    0.0008
  30712	２４·８％	m	1	    0.0008
  30713	２４·９	m	1	    0.0008
  30714	２４２	m	1	    0.0008
  30715	２４７０	m	1	    0.0008
  30716	２４７２０	m	1	    0.0008
  30717	２４７６	m	1	    0.0008
  30718	２４８	m	1	    0.0008
  30719	２５·３３	m	1	    0.0008
  30720	２５·４	m	1	    0.0008
  30721	２５·７	m	1	    0.0008
  30722	２５１	m	1	    0.0008
  30723	２５２	m	1	    0.0008
  30724	２５２·４	m	1	    0.0008
  30725	２５３	m	1	    0.0008
  30726	２５３·６	m	1	    0.0008
  30727	２５５	m	1	    0.0008
  30728	２５５１	m	1	    0.0008
  30729	２５６７	m	1	    0.0008
  30730	２５７·６	m	1	    0.0008
  30731	２５８３０	m	1	    0.0008
  30732	２５８５	m	1	    0.0008
  30733	２５８６	m	1	    0.0008
  30734	２６·１３％	m	1	    0.0008
  30735	２６·２	m	1	    0.0008
  30736	２６·９	m	1	    0.0008
  30737	２６４６１	m	1	    0.0008
  30738	２６５０	m	1	    0.0008
  30739	２６７	m	1	    0.0008
  30740	２６９	m	1	    0.0008
  30741	２６９０	m	1	    0.0008
  30742	２７·１％	m	1	    0.0008
  30743	２７·７	m	1	    0.0008
  30744	２７·８％	m	1	    0.0008
  30745	２７·９	m	1	    0.0008
  30746	２７００	m	1	    0.0008
  30747	２７２３	m	1	    0.0008
  30748	２７６	m	1	    0.0008
  30749	２７８	m	1	    0.0008
  30750	２７８０７	m	1	    0.0008
  30751	２７８５	m	1	    0.0008
  30752	２７９	m	1	    0.0008
  30753	２７９·５	m	1	    0.0008
  30754	２８·０	m	1	    0.0008
  30755	２８·８	m	1	    0.0008
  30756	２８·９	m	1	    0.0008
  30757	２８０８	m	1	    0.0008
  30758	２８２	m	1	    0.0008
  30759	２８２０	m	1	    0.0008
  30760	２８３	m	1	    0.0008
  30761	２８５	m	1	    0.0008
  30762	２８５１２	m	1	    0.0008
  30763	２８６０	m	1	    0.0008
  30764	２８７	m	1	    0.0008
  30765	２８８０	m	1	    0.0008
  30766	２８８６	m	1	    0.0008
  30767	２８９７	m	1	    0.0008
  30768	２９２０	m	1	    0.0008
  30769	２９３５	m	1	    0.0008
  30770	２９５	m	1	    0.0008
  30771	２９５３	m	1	    0.0008
  30772	２９５４	m	1	    0.0008
  30773	２９７	m	1	    0.0008
  30774	２９８	m	1	    0.0008
  30775	２９８８	m	1	    0.0008
  30776	２９８９	m	1	    0.0008
  30777	３·０５	m	1	    0.0008
  30778	３·１８	m	1	    0.0008
  30779	３·２	m	1	    0.0008
  30780	３·２％	m	1	    0.0008
  30781	３·６	m	1	    0.0008
  30782	３·７	m	1	    0.0008
  30783	３·７％	m	1	    0.0008
  30784	３·９	m	1	    0.0008
  30785	３．２％	m	1	    0.0008
  30786	３．３５	m	1	    0.0008
  30787	３．５	m	1	    0.0008
  30788	３．５ｙ	n	1	    0.0008
  30789	３．７	m	1	    0.0008
  30790	３．８	m	1	    0.0008
  30791	３０·８	m	1	    0.0008
  30792	３０∶１	m	1	    0.0008
  30793	３００％	m	1	    0.0008
  30794	３００００	m	1	    0.0008
  30795	３００７	m	1	    0.0008
  30796	３０１３	m	1	    0.0008
  30797	３０３	m	1	    0.0008
  30798	３０４	m	1	    0.0008
  30799	３０４０５	m	1	    0.0008
  30800	３０８	m	1	    0.0008
  30801	３０９	m	1	    0.0008
  30802	３０９·７	m	1	    0.0008
  30803	３１·１	m	1	    0.0008
  30804	３１·３９	m	1	    0.0008
  30805	３１１７	m	1	    0.0008
  30806	３１４８３	m	1	    0.0008
  30807	３１５７	m	1	    0.0008
  30808	３１７	m	1	    0.0008
  30809	３１７５	m	1	    0.0008
  30810	３１８００	m	1	    0.0008
  30811	３２·４	m	1	    0.0008
  30812	３２０	m	1	    0.0008
  30813	３２０	n	1	    0.0008
  30814	３２２４	m	1	    0.0008
  30815	３２３６	m	1	    0.0008
  30816	３２４	m	1	    0.0008
  30817	３２５	m	1	    0.0008
  30818	３２８	m	1	    0.0008
  30819	３２８８	m	1	    0.0008
  30820	３２９	m	1	    0.0008
  30821	３２９·８	m	1	    0.0008
  30822	３３０９	m	1	    0.0008
  30823	３３１	m	1	    0.0008
  30824	３３１０	m	1	    0.0008
  30825	３３２	m	1	    0.0008
  30826	３３５５	m	1	    0.0008
  30827	３３６７	m	1	    0.0008
  30828	３３７	m	1	    0.0008
  30829	３３８	m	1	    0.0008
  30830	３３９	m	1	    0.0008
  30831	３４·６	m	1	    0.0008
  30832	３４０	m	1	    0.0008
  30833	３４０００	m	1	    0.0008
  30834	３４５０	m	1	    0.0008
  30835	３５·０	m	1	    0.0008
  30836	３５·１	m	1	    0.0008
  30837	３５·３	m	1	    0.0008
  30838	３５０５	m	1	    0.0008
  30839	３５２	m	1	    0.0008
  30840	３５５	m	1	    0.0008
  30841	３５７	m	1	    0.0008
  30842	３５８	m	1	    0.0008
  30843	３５８０	m	1	    0.0008
  30844	３５８２	m	1	    0.0008
  30845	３５８５	m	1	    0.0008
  30846	３５９	m	1	    0.0008
  30847	３６３	m	1	    0.0008
  30848	３６５０	m	1	    0.0008
  30849	３６５２	m	1	    0.0008
  30850	３６７·２	m	1	    0.0008
  30851	３６７·７	m	1	    0.0008
  30852	３６８	m	1	    0.0008
  30853	３６８９	m	1	    0.0008
  30854	３６９００	m	1	    0.0008
  30855	３７％	m	1	    0.0008
  30856	３７１	m	1	    0.0008
  30857	３７６	m	1	    0.0008
  30858	３７７	m	1	    0.0008
  30859	３７７６	m	1	    0.0008
  30860	３７８	m	1	    0.0008
  30861	３７８０	m	1	    0.0008
  30862	３７９	m	1	    0.0008
  30863	３８·４％	m	1	    0.0008
  30864	３８·６	m	1	    0.0008
  30865	３８·８	m	1	    0.0008
  30866	３８．１	m	1	    0.0008
  30867	３８０００	m	1	    0.0008
  30868	３８５０	m	1	    0.0008
  30869	３８７８	m	1	    0.0008
  30870	３８８８	m	1	    0.0008
  30871	３８９	m	1	    0.0008
  30872	３８９５０	m	1	    0.0008
  30873	３９０８７	m	1	    0.0008
  30874	３９６０６	m	1	    0.0008
  30875	４·０２％	m	1	    0.0008
  30876	４·１％	m	1	    0.0008
  30877	４·２	m	1	    0.0008
  30878	４·２５	m	1	    0.0008
  30879	４·３	m	1	    0.0008
  30880	４·５	m	1	    0.0008
  30881	４·５％	m	1	    0.0008
  30882	４·９	m	1	    0.0008
  30883	４∶６	m	1	    0.0008
  30884	４．１％	m	1	    0.0008
  30885	４．１３	m	1	    0.0008
  30886	４．２	m	1	    0.0008
  30887	４．７	m	1	    0.0008
  30888	４．９％	m	1	    0.0008
  30889	４０５１	m	1	    0.0008
  30890	４０７	m	1	    0.0008
  30891	４０７０	m	1	    0.0008
  30892	４０８２	m	1	    0.0008
  30893	４０９５６	m	1	    0.0008
  30894	４１％	m	1	    0.0008
  30895	４１００	m	1	    0.0008
  30896	４１０００	m	1	    0.0008
  30897	４１１·７	m	1	    0.0008
  30898	４１２	m	1	    0.0008
  30899	４１４	m	1	    0.0008
  30900	４１５３	m	1	    0.0008
  30901	４１７５	m	1	    0.0008
  30902	４１９	m	1	    0.0008
  30903	４２·８％	m	1	    0.0008
  30904	４２２	m	1	    0.0008
  30905	４２４	m	1	    0.0008
  30906	４２６	m	1	    0.0008
  30907	４２７	m	1	    0.0008
  30908	４３．１％	m	1	    0.0008
  30909	４３．２％	m	1	    0.0008
  30910	４３０	m	1	    0.0008
  30911	４３２４	m	1	    0.0008
  30912	４３３０	m	1	    0.0008
  30913	４３３９	m	1	    0.0008
  30914	４３５	m	1	    0.0008
  30915	４４．４％	m	1	    0.0008
  30916	４４０	m	1	    0.0008
  30917	４４００	m	1	    0.0008
  30918	４４０５	m	1	    0.0008
  30919	４４３	m	1	    0.0008
  30920	４４５９	m	1	    0.0008
  30921	４４６６	m	1	    0.0008
  30922	４４８	m	1	    0.0008
  30923	４５·１％	m	1	    0.0008
  30924	４５·２	m	1	    0.0008
  30925	４５３	m	1	    0.0008
  30926	４５５	m	1	    0.0008
  30927	４５６	m	1	    0.0008
  30928	４５６４	m	1	    0.0008
  30929	４５６４４	m	1	    0.0008
  30930	４５８	m	1	    0.0008
  30931	４６·５３７	m	1	    0.0008
  30932	４６·８	m	1	    0.0008
  30933	４６０	m	1	    0.0008
  30934	４６２	m	1	    0.0008
  30935	４６３	m	1	    0.0008
  30936	４６７	m	1	    0.0008
  30937	４７２	m	1	    0.0008
  30938	４７７０	m	1	    0.0008
  30939	４７８	m	1	    0.0008
  30940	４７９００	m	1	    0.0008
  30941	４８００	m	1	    0.0008
  30942	４８０００	m	1	    0.0008
  30943	４８４６	m	1	    0.0008
  30944	４８５	m	1	    0.0008
  30945	４８５０	m	1	    0.0008
  30946	４８６	m	1	    0.0008
  30947	４８７	m	1	    0.0008
  30948	４８８	n	1	    0.0008
  30949	４８９１	m	1	    0.0008
  30950	４９２	m	1	    0.0008
  30951	４９３	m	1	    0.0008
  30952	４９４	m	1	    0.0008
  30953	４９８５	m	1	    0.0008
  30954	５·３	m	1	    0.0008
  30955	５·５	m	1	    0.0008
  30956	５·５９	m	1	    0.0008
  30957	５·７	m	1	    0.0008
  30958	５·９	m	1	    0.0008
  30959	５．	m	1	    0.0008
  30960	５．１８	m	1	    0.0008
  30961	５．９％	m	1	    0.0008
  30962	５０·４８	m	1	    0.0008
  30963	５００％	m	1	    0.0008
  30964	５０００％	m	1	    0.0008
  30965	５０２	m	1	    0.0008
  30966	５０６	m	1	    0.0008
  30967	５０６１	m	1	    0.0008
  30968	５１００	m	1	    0.0008
  30969	５１００２	m	1	    0.0008
  30970	５１３	m	1	    0.0008
  30971	５１３７２	m	1	    0.0008
  30972	５１４	m	1	    0.0008
  30973	５１６	m	1	    0.0008
  30974	５１６０	m	1	    0.0008
  30975	５１７１	m	1	    0.0008
  30976	５２４２	m	1	    0.0008
  30977	５２６	m	1	    0.0008
  30978	５２８	m	1	    0.0008
  30979	５３０	m	1	    0.0008
  30980	５３１	m	1	    0.0008
  30981	５３３	m	1	    0.0008
  30982	５３３１	m	1	    0.0008
  30983	５３４２	m	1	    0.0008
  30984	５３７０	m	1	    0.0008
  30985	５３８２	m	1	    0.0008
  30986	５４８	m	1	    0.0008
  30987	５４８·２	m	1	    0.0008
  30988	５４９	m	1	    0.0008
  30989	５５０	m	1	    0.0008
  30990	５５５	m	1	    0.0008
  30991	５５５４	m	1	    0.0008
  30992	５５６７	m	1	    0.0008
  30993	５５８	m	1	    0.0008
  30994	５６０	m	1	    0.0008
  30995	５６２	m	1	    0.0008
  30996	５６３	m	1	    0.0008
  30997	５６８	m	1	    0.0008
  30998	５７００	m	1	    0.0008
  30999	５７１	m	1	    0.0008
  31000	５７３７	m	1	    0.0008
  31001	５７６０	m	1	    0.0008
  31002	５７８００	m	1	    0.0008
  31003	５８０００	m	1	    0.0008
  31004	５８１３	m	1	    0.0008
  31005	５８３６	m	1	    0.0008
  31006	５８５２	m	1	    0.0008
  31007	５８６５	m	1	    0.0008
  31008	５８８	m	1	    0.0008
  31009	５８８８	m	1	    0.0008
  31010	５９％	m	1	    0.0008
  31011	５９０	m	1	    0.0008
  31012	５９０３	m	1	    0.0008
  31013	５９１１	m	1	    0.0008
  31014	５９２	m	1	    0.0008
  31015	５９３２	m	1	    0.0008
  31016	５９６８９	m	1	    0.0008
  31017	６.６	m	1	    0.0008
  31018	６·２％	m	1	    0.0008
  31019	６·７	m	1	    0.0008
  31020	６·８	m	1	    0.0008
  31021	６·９％	m	1	    0.0008
  31022	６．１％	m	1	    0.0008
  31023	６．６％	m	1	    0.0008
  31024	６０４	m	1	    0.0008
  31025	６０６	m	1	    0.0008
  31026	６１％	m	1	    0.0008
  31027	６１００	m	1	    0.0008
  31028	６１１	m	1	    0.0008
  31029	６１３	m	1	    0.0008
  31030	６１８	m	1	    0.0008
  31031	６２．８	m	1	    0.0008
  31032	６２０	m	1	    0.0008
  31033	６２００	m	1	    0.0008
  31034	６２２	m	1	    0.0008
  31035	６２３	m	1	    0.0008
  31036	６２５	m	1	    0.0008
  31037	６３０	m	1	    0.0008
  31038	６３３３	m	1	    0.0008
  31039	６３８	m	1	    0.0008
  31040	６４·０４％	m	1	    0.0008
  31041	６４·１	m	1	    0.0008
  31042	６４·１％	m	1	    0.0008
  31043	６４１	m	1	    0.0008
  31044	６４１３	m	1	    0.0008
  31045	６４５	m	1	    0.0008
  31046	６４７７	m	1	    0.0008
  31047	６４９０	m	1	    0.0008
  31048	６４９５	m	1	    0.0008
  31049	６５８	m	1	    0.0008
  31050	６５８９	m	1	    0.0008
  31051	６６．７％	m	1	    0.0008
  31052	６６２	m	1	    0.0008
  31053	６６４	m	1	    0.0008
  31054	６６５０	m	1	    0.0008
  31055	６６９	m	1	    0.0008
  31056	６６９０	m	1	    0.0008
  31057	６７·７	m	1	    0.0008
  31058	６７％	m	1	    0.0008
  31059	６７０	m	1	    0.0008
  31060	６８０	m	1	    0.0008
  31061	６８００	m	1	    0.0008
  31062	６８３	m	1	    0.0008
  31063	６９％	m	1	    0.0008
  31064	６９０	m	1	    0.0008
  31065	６９０·３	m	1	    0.0008
  31066	６９３	m	1	    0.0008
  31067	６９３·６	m	1	    0.0008
  31068	６９５	m	1	    0.0008
  31069	６９６７	m	1	    0.0008
  31070	６９７	m	1	    0.0008
  31071	６９９	m	1	    0.0008
  31072	６方系	n	1	    0.0008
  31073	７·０７７８	m	1	    0.0008
  31074	７·１	m	1	    0.0008
  31075	７·２	m	1	    0.0008
  31076	７·３	m	1	    0.0008
  31077	７·４％	m	1	    0.0008
  31078	７·５	m	1	    0.0008
  31079	７·５％	m	1	    0.0008
  31080	７·６３	m	1	    0.0008
  31081	７·７	m	1	    0.0008
  31082	７·８	m	1	    0.0008
  31083	７·９	m	1	    0.0008
  31084	７∶３	m	1	    0.0008
  31085	７．５	m	1	    0.0008
  31086	７０·６	m	1	    0.0008
  31087	７０２	m	1	    0.0008
  31088	７０６３	m	1	    0.0008
  31089	７１７６	m	1	    0.0008
  31090	７２０	m	1	    0.0008
  31091	７２００	m	1	    0.0008
  31092	７２２	m	1	    0.0008
  31093	７２４０	m	1	    0.0008
  31094	７２４５	m	1	    0.0008
  31095	７２５	m	1	    0.0008
  31096	７２９	m	1	    0.0008
  31097	７４％	m	1	    0.0008
  31098	７４１	m	1	    0.0008
  31099	７４２３	m	1	    0.0008
  31100	７４４·６	m	1	    0.0008
  31101	７４４０	m	1	    0.0008
  31102	７４５０	m	1	    0.0008
  31103	７４６	m	1	    0.0008
  31104	７４９	m	1	    0.0008
  31105	７５０００	m	1	    0.0008
  31106	７５１	m	1	    0.0008
  31107	７５１７	m	1	    0.0008
  31108	７５４５	m	1	    0.0008
  31109	７５８６	m	1	    0.0008
  31110	７６００	m	1	    0.0008
  31111	７６２·３	m	1	    0.0008
  31112	７６５	m	1	    0.0008
  31113	７６６	m	1	    0.0008
  31114	７６７２	m	1	    0.0008
  31115	７７·６	m	1	    0.0008
  31116	７７％	m	1	    0.0008
  31117	７７０	m	1	    0.0008
  31118	７７００	m	1	    0.0008
  31119	７７５	m	1	    0.0008
  31120	７８０	m	1	    0.0008
  31121	７８０７	m	1	    0.0008
  31122	７８２	m	1	    0.0008
  31123	７８２·６	m	1	    0.0008
  31124	７８３	m	1	    0.0008
  31125	７８４	m	1	    0.0008
  31126	７８９	m	1	    0.0008
  31127	７９·３％	m	1	    0.0008
  31128	７９０３６	m	1	    0.0008
  31129	７９３	m	1	    0.0008
  31130	８·１	m	1	    0.0008
  31131	８·１３	m	1	    0.0008
  31132	８·１３	n	1	    0.0008
  31133	８·１６	m	1	    0.0008
  31134	８·３０	m	1	    0.0008
  31135	８·３１	m	1	    0.0008
  31136	８·４	m	1	    0.0008
  31137	８·５	m	1	    0.0008
  31138	８·５０	m	1	    0.0008
  31139	８·６％	m	1	    0.0008
  31140	８·７％	m	1	    0.0008
  31141	８·７２％	m	1	    0.0008
  31142	８·８	m	1	    0.0008
  31143	８∶２	m	1	    0.0008
  31144	８．１５	m	1	    0.0008
  31145	８．２	m	1	    0.0008
  31146	８．９	m	1	    0.0008
  31147	８０１	m	1	    0.0008
  31148	８０４５	m	1	    0.0008
  31149	８０８８	m	1	    0.0008
  31150	８１·８％	m	1	    0.0008
  31151	８１％	m	1	    0.0008
  31152	８１００	m	1	    0.0008
  31153	８１５	m	1	    0.0008
  31154	８２２	m	1	    0.0008
  31155	８２８	m	1	    0.0008
  31156	８３２１	m	1	    0.0008
  31157	８３３	m	1	    0.0008
  31158	８３３０	m	1	    0.0008
  31159	８３７	m	1	    0.0008
  31160	８４６	m	1	    0.0008
  31161	８４８５	m	1	    0.0008
  31162	８５５·９	m	1	    0.0008
  31163	８５６·３	m	1	    0.0008
  31164	８５６９００	m	1	    0.0008
  31165	８６·３	m	1	    0.0008
  31166	８６％	m	1	    0.0008
  31167	８６０	m	1	    0.0008
  31168	８６１	m	1	    0.0008
  31169	８６４４	m	1	    0.0008
  31170	８６８	m	1	    0.0008
  31171	８７·４	m	1	    0.0008
  31172	８７０	m	1	    0.0008
  31173	８７００	m	1	    0.0008
  31174	８７５０	m	1	    0.0008
  31175	８７６·３	m	1	    0.0008
  31176	８７６０	m	1	    0.0008
  31177	８８％	m	1	    0.0008
  31178	８８０	m	1	    0.0008
  31179	８８００	m	1	    0.0008
  31180	８８３３	m	1	    0.0008
  31181	８８５	m	1	    0.0008
  31182	８９·５	m	1	    0.0008
  31183	８９００	m	1	    0.0008
  31184	８９６０	m	1	    0.0008
  31185	８９８	m	1	    0.0008
  31186	９·２	m	1	    0.0008
  31187	９·４	m	1	    0.0008
  31188	９·５４	m	1	    0.0008
  31189	９·６％	m	1	    0.0008
  31190	９∶１	m	1	    0.0008
  31191	９１００	m	1	    0.0008
  31192	９１１	m	1	    0.0008
  31193	９１３	m	1	    0.0008
  31194	９２·４	m	1	    0.0008
  31195	９２％	m	1	    0.0008
  31196	９２１６	m	1	    0.0008
  31197	９２５１	m	1	    0.0008
  31198	９２６	m	1	    0.0008
  31199	９３·７％	m	1	    0.0008
  31200	９３％	m	1	    0.0008
  31201	９３０	m	1	    0.0008
  31202	９３１０	m	1	    0.0008
  31203	９３２４	m	1	    0.0008
  31204	９４％	m	1	    0.0008
  31205	９５·４	m	1	    0.0008
  31206	９５００	m	1	    0.0008
  31207	９５３	m	1	    0.0008
  31208	９５４	m	1	    0.0008
  31209	９６·６	m	1	    0.0008
  31210	９６６３	m	1	    0.0008
  31211	９７．９％	m	1	    0.0008
  31212	９７６	m	1	    0.0008
  31213	９８·１％	m	1	    0.0008
  31214	９８００	m	1	    0.0008
  31215	９８３	m	1	    0.0008
  31216	９９·３％	m	1	    0.0008
  31217	９９·３７％	m	1	    0.0008
  31218	９９３０	m	1	    0.0008
  31219	Ａ	n	1	    0.0008
  31220	ＡＢＢ	n	1	    0.0008
  31221	ＡＴ＆Ｔ	n	1	    0.0008
  31222	Ｂ	a	1	    0.0008
  31223	Ｂ超	n	1	    0.0008
  31224	Ｃ	a	1	    0.0008
  31225	ＣＡ	n	1	    0.0008
  31226	ＣＡ１０９１	n	1	    0.0008
  31227	ＨＰ	n	1	    0.0008
  31228	ＭＮ１２０	n	1	    0.0008
  31229	ＰＤＰ	n	1	    0.0008
  31230	ＰＬＣ	n	1	    0.0008
  31231	ＰＳＶ	n	1	    0.0008
  31232	啊	o	1	    0.0008
  31233	啊唷	e	1	    0.0008
  31234	啊唷喂	e	1	    0.0008
  31235	阿	y	1	    0.0008
  31236	阿——姨	n	1	    0.0008
  31237	阿巴索夫·伊斯	n	1	    0.0008
  31238	阿不带斯	n	1	    0.0008
  31239	阿布都莱莫夫	n	1	    0.0008
  31240	阿超	n	1	    0.0008
  31241	阿的江	n	1	    0.0008
  31242	阿迪	n	1	    0.0008
  31243	阿堵物	n	1	    0.0008
  31244	阿杜加	n	1	    0.0008
  31245	阿尔	n	1	    0.0008
  31246	阿尔比	n	1	    0.0008
  31247	阿尔姆西克	n	1	    0.0008
  31248	阿尔帕德	n	1	    0.0008
  31249	阿尔文	n	1	    0.0008
  31250	阿尔雅	n	1	    0.0008
  31251	阿房宫赋	n	1	    0.0008
  31252	阿飞	n	1	    0.0008
  31253	阿嘎	n	1	    0.0008
  31254	阿根	n	1	    0.0008
  31255	阿合买提江	n	1	    0.0008
  31256	阿娇	n	1	    0.0008
  31257	阿拉	r	1	    0.0008
  31258	阿拉德	n	1	    0.0008
  31259	阿拉斯加	n	1	    0.0008
  31260	阿里	n	1	    0.0008
  31261	阿龙	n	1	    0.0008
  31262	阿鲁苏伊尼	n	1	    0.0008
  31263	阿曼	n	1	    0.0008
  31264	阿姆斯特丹	n	1	    0.0008
  31265	阿萨德	n	1	    0.0008
  31266	阿塞拜疆	n	1	    0.0008
  31267	阿诗玛	n	1	    0.0008
  31268	阿斯匹林	n	1	    0.0008
  31269	阿斯特拉罕	n	1	    0.0008
  31270	阿松年底斯	n	1	    0.0008
  31271	阿英	n	1	    0.0008
  31272	阿侬	n	1	    0.0008
  31273	埃尘	n	1	    0.0008
  31274	埃居	q	1	    0.0008
  31275	埃米尔	n	1	    0.0008
  31276	埃姆斯	n	1	    0.0008
  31277	埃斯科巴	n	1	    0.0008
  31278	埃斯特	n	1	    0.0008
  31279	埃文	n	1	    0.0008
  31280	埃文斯	n	1	    0.0008
  31281	挨饿	v	1	    0.0008
  31282	挨户	d	1	    0.0008
  31283	挨家	d	1	    0.0008
  31284	挨门	d	1	    0.0008
  31285	挨排	d	1	    0.0008
  31286	挨整	v	1	    0.0008
  31287	挨着个	d	1	    0.0008
  31288	哎哎	e	1	    0.0008
  31289	哎哎	o	1	    0.0008
  31290	哎呀	o	1	    0.0008
  31291	哎呀	y	1	    0.0008
  31292	哎哟	o	1	    0.0008
  31293	哎约	e	1	    0.0008
  31294	唉叹	v	1	    0.0008
  31295	哀	a	1	    0.0008
  31296	哀兵	n	1	    0.0008
  31297	哀愁	n	1	    0.0008
  31298	哀愁	v	1	    0.0008
  31299	哀嚎	v	1	    0.0008
  31300	哀哭	v	1	    0.0008
  31301	哀痛	n	1	    0.0008
  31302	矮脚虎	n	1	    0.0008
  31303	艾琳娜斯堆浦号	n	1	    0.0008
  31304	艾伦	n	1	    0.0008
  31305	艾买提	n	1	    0.0008
  31306	艾青	n	1	    0.0008
  31307	艾芜	n	1	    0.0008
  31308	艾知生	n	1	    0.0008
  31309	碍眼	v	1	    0.0008
  31310	爱达荷	n	1	    0.0008
  31311	爱德华	n	1	    0.0008
  31312	爱德华四世	n	1	    0.0008
  31313	爱迪生	n	1	    0.0008
  31314	爱丁堡	n	1	    0.0008
  31315	爱丽安斯	n	1	    0.0008
  31316	爱民	a	1	    0.0008
  31317	爱慕	v	1	    0.0008
  31318	爱妻	n	1	    0.0008
  31319	爱妻型	n	1	    0.0008
  31320	爱群	a	1	    0.0008
  31321	爱斯基摩人	n	1	    0.0008
  31322	爱卫会	n	1	    0.0008
  31323	爱云	n	1	    0.0008
  31324	爱滋	n	1	    0.0008
  31325	鞍山	n	1	    0.0008
  31326	氨化	v	1	    0.0008
  31327	氨气	n	1	    0.0008
  31328	安阿伯	n	1	    0.0008
  31329	安插	v	1	    0.0008
  31330	安大略	n	1	    0.0008
  31331	安德莉卡	n	1	    0.0008
  31332	安德莉卡·克里	n	1	    0.0008
  31333	安德罗波夫	n	1	    0.0008
  31334	安德森	n	1	    0.0008
  31335	安定	v	1	    0.0008
  31336	安国	n	1	    0.0008
  31337	安弘	n	1	    0.0008
  31338	安继民	n	1	    0.0008
  31339	安家杰	n	1	    0.0008
  31340	安家立业	v	1	    0.0008
  31341	安澜	a	1	    0.0008
  31342	安乐	n	1	    0.0008
  31343	安乐窝	n	1	    0.0008
  31344	安联	n	1	    0.0008
